"how to record my screen?	None"
"How to record my screen?	None"
"how can i highlcght oc annotate pdfs?	None"
"How can I highlight or annotate PDFs?	None"
"is it worth upgrading from 12.04 lts to 13.04	Make Update"
"Is it worth upgrading from 12.04 LTS to 13.04	Make Update"
"upgrade to 12.04 64 bit	Make Update"
"Upgrade to 12.04 64 bit	Make Update"
"how to upgrade ubuntu 14.04.1 to 14.04.2?	Make Update"
"How to upgrade Ubuntu 14.04.1 to 14.04.2?	Make Update"
"upgrading fram ubwntu 14.04 to 15.04	Make Update"
"Upgrading from Ubuntu 14.04 to 15.04	Make Update"
"how to ufgrade from ubuntu 15.04 to 15.10?	Make Update"
"how to upgrade from ubuntu 15.04 to 15.10?	Make Update"
"upgrade 12.04 to 12.10 using startup disk	Make Update"
"Upgrade 12.04 to 12.10 using startup disk	Make Update"
"how to upgrade from 11.10 to 12.04 when you've got a problem?	Make Update"
"How to Upgrade from 11.10 to 12.04 when you've got a problem?	Make Update"
"update 11.04 to 12.04 with livecd	Make Update"
"Update 11.04 to 12.04 with LiveCD	Make Update"
"how to upgrade ubuntu 9.10 tö 12.10 via terminal?	Make Update"
"How to upgrade Ubuntu 9.10 to 12.10 via terminal?	Make Update"
"how to upgrade from ubuntu 10.10 to 11.04?	Make Update"
"How to upgrade from Ubuntu 10.10 to 11.04?	Make Update"
"no matter wlat i do ubuntu 15.04 does noä recognize öp laserjet 1020	Setup Printer"
"No matter what I do Ubuntu 15.04 does not recognize HP LaserJet 1020	Setup Printer"
"how to setup hp printer/scanner on ubuntu?	Setup Printer"
"How to setup HP printer/scanner on ubuntu?	Setup Printer"
"how do i setup my hp c4140 printer wirelessly?	Setup Printer"
"How do I setup my HP C4140 printer wirelessly?	Setup Printer"
"how to setup wireless printing from a prijter connected via usb on ubuntu server 12.10?	Setup Printer"
"How to setup wireless printing from a printer connected via usb on Ubuntu Server 12.10?	Setup Printer"
"how can i install a pantum 2502w luser printer on ubuntu	Setup Printer"
"How can I install a Pantum 2502W laser printer on Ubuntu	Setup Printer"
"install canon mp560 ubuntu 15.04	Setup Printer"
"Install Canon MP560 Ubuntu 15.04	Setup Printer"
"oow to install a brother mfc-5890cn network printer?	Setup Printer"
"How to install a Brother MFC-5890CN network printer?	Setup Printer"
"how do z install drivers for o konica minolta 200?	Setup Printer"
"How do I install drivers for a Konica Minolta 200?	Setup Printer"
"how do i install drivers for the panasonic rb1900cx all-in-one printer/scanner?	Setup Printer"
"How do I install drivers for the Panasonic MB1900CX All-in-One Printer/Scanner?	Setup Printer"
"how to install canon lbp2900b printer in 14.04 lts ? i tried zhe method for lbp2900 but it didnt work	Setup Printer"
"How To Install Canon LBP2900B printer in 14.04 LTS ? I tried the method for LBP2900 but it didnt work	Setup Printer"
"any command line calculator for ubuntu?	Software Recommendation"
"Any command line calculator for Ubuntu?	Software Recommendation"
"extracting embedded images from a pdf	Software Recommendation"
"Extracting embedded images from a PDF	Software Recommendation"
"hhat to use to quickly cut audio/video	Software Recommendation"
"What to use to quickly cut Audio/Video	Software Recommendation"
"torrent client for the command-line?	None"
"Torrent client for the command-line?	None"
"mysql gui tools	Software Recommendation"
"MySQL GUI Tools	Software Recommendation"
"what developer text editors are available for ubuntu?	Software Recommendation"
"What developer text editors are available for Ubuntu?	Software Recommendation"
"what screenshot tools are avxilable?	Software Recommendation"
"What screenshot tools are available?	Software Recommendation"
"which programs can i use to edit ptf files?	Software Recommendation"
