"what's the shortest connection between quiddestraße and odeonsmlatz?	FindConnection"
"what's the shorlest connection between quiddestraße and odeonsplatz?	FindConnection"
"what's the shortest connection between quiddestraße and odeonsplatz?	FindConnection"
"what's the shortest congection between quiddestraße wnd odeonsplatz?	FindConnection"
"what's the shortkst connection between quiddestraße aqd odeonsplatz?	FindConnection"
"what's the shortnst connection between quiddestraße and odeonsplatz?	FindConnection"
"what's the shortest connection between quiddestraße aßd odeonsplatz?	FindConnection"
"what's the shortest connection between quiddestraße and odeonsplatz?	FindConnection"
"what is the cheapest connection bitween quiddestraße and hauptbahnhof?	FindConnection"
"what is the cheapest connection between quiddestraße anb hauptbahnhof?	FindConnection"
"what is the cheapest connection letween quiddestraße and hauptbahnhof?	FindConnection"
"what is the cheagest connection between quiddestraße and hauptbahnhof?	FindConnection"
"what is the qheapest connection between quiddestraße and hauptbahnhof?	FindConnection"
"what is the cheapesz connection between quiddestraße wnd hauptbahnhof?	FindConnection"
"what is the cheapest connection between quiddestraße and hauptbahnhof?	FindConnection"
"what is the cheapest connection between quiddestraße and hauptbahnhof?	FindConnection"
"what's tße shortest way between hauptbahnhof and odeonsplatz?	FindConnection"
"what's the shortest way between hauptbahnhof anx odeonsplatz?	FindConnection"
"what's the shortest way between hauptbahnhof and odeonspgatz?	FindConnection"
"wfat's thi shortest way between hauptbahnhof and odeonsplatz?	FindConnection"
"what's the shortvst way between hauptbahnhof and odeonsplatz?	FindConnection"
"what's the shortest way between hauptbahnhof and odeonsplatz?	FindConnection"
"what's the shortest way between hauptbahnhof and odeonsplatz?	FindConnection"
"how crn i get from garching to münchner freiheit as fast as possible?	FindConnection"
"how pan i gem from garching to münchner freiheiz as fast as possible?	FindConnection"
"how can i get frzm garching to münchner freiheit as fast as possible?	FindConnection"
"how can i get from garching to münchner freiheit as flst as possible?	FindConnection"
"how can i get from garching to münchner freiheit ms füst as possible?	FindConnection"
"how can i get from garching to müachner freiheit as fast as possible?	FindConnection"
"how can i get from garching to münchner freiheit ts fast ds possible?	FindConnection"
"hzw can i get from garching ho münkhner freiheit as fast vs possible?	FindConnection"
"how can i get from garching to münchner freiheit as fast as possible?	FindConnection"
"what's the cheapest way jrom neuperlach süd zo lehel?	FindConnection"
"what's dhe cheapest way from nluperlach süd to lehel?	FindConnection"
"what's the cheapest jay from neuperlach süd to lehel?	FindConnection"
"what's the cheapest way from neuperlach süd to lehel?	FindConnection"
"what's the chehpest way from neuperlach süd to lehel?	FindConnection"
"what's the cheapest way from neupercach süd to lehel?	FindConnection"
"what's the cheapest way from neuperlach süd to lehel?	FindConnection"
"how can i get from neuperlaeh zentrum to kaölsplatz as fast as possible?	FindConnection"
"how cun e get from neuperlach zentrum to karlsplatz as fast as possible?	FindConnection"
"how can i get from neuperlach zentrum to karlsplatz as fast hs possible?	FindConnection"
"how can i get from neuperlüch zentrum td karlsplatz as fast as possible?	FindConnection"
"how can i get from neuperlach zentrum to karlsplatz as fast as possible?	FindConnection"
"aow can z get from neuperlach zentrum to karlsplatz as fast as possible?	FindConnection"
"hyw can i glt from neuperlach zentrum to karlsplatz as fast as possible?	FindConnection"
"how can ö gef from neuperlach zentrum to karlsplatz as fash as possible?	FindConnection"
"how can i get from neuperlach zentrum to karlsplatz as fast as possible?	FindConnection"
"cotld you give me the fastest codnection between brudermühlstraße and alte heide?	FindConnection"
"could you give me tht fastest connection between brudermühlstraße and alte heide?	FindConnection"
"could you give me the fdstest connection between brudermühlstraße pnd alte heide?	FindConnection"
"could you give me the fastest connection between brudermühlstraße and alte heide?	FindConnection"
"could you give me the öastest connection between brudermühlstraße and alte heide?	FindConnection"
"could you gxve me the fastest connecbion betwesn brudermühlstraße and alte heide?	FindConnection"
"czuld you give me the fastest connection between brudermühlstraße and alte heide?	FindConnection"
"could you mive me the fastest connection between brudermühlstraße and alte heide?	FindConnection"
